movie_id,title,industry,release_year,imdb_rating,studio,language_id
125,"Avengers: Endgame",Hollywood,2019,8.4,"Marvel Studios",5
126,"Avengers: Infinity War",Hollywood,2018,8.4,"Marvel Studios",5
137,"Captain America: The First Avenger",Hollywood,2011,6.9,"Marvel Studios",5
